seed,seed_target,candidate,feature_type,suggested_target,similarity,purity,coverage,ambiguity,context_rule_hint
拥有属于自己的家,UP,有属于自己,char,UP,0.625,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
我就是很好很好的人啊,UP,很好的人啊,char,UP,0.625,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
遇见更好的自己,UP,为更好的自己,char,UP,0.625,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
幸福的时刻,UP,幸福的,char,UP,0.6,0.6447,49,18,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
幸福的时刻,UP,的幸福,char,UP,0.6,0.6667,26,8,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
幸福的时刻,UP,的时刻,char,UP,0.6,0.65,26,9,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人真的会变的,UP,人真的,char,UP,0.6,0.6,18,6,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
年包32w,UP,23年,char,UP,0.6,0.5667,17,7,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
想写论文就写论文,UP,写论文,char,UP,0.6,0.6154,16,7,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
她太完美了,UP,太美了,char,UP,0.6,0.5517,16,9,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,的offe,char,UP,0.6,0.6,15,6,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
硕士毕业,UP,博士毕业,char,UP,0.6,0.7647,13,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,ran,char,UP,0.6,0.619,13,6,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,rin,char,UP,0.6,0.5909,13,9,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,ari,char,UP,0.6,0.8125,13,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
大家都,AMBIGUOUS,希望大家都,char,UP,0.6,0.6667,12,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,Air,char,UP,0.6,0.7857,11,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,到offe,char,UP,0.6,0.5882,10,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,Bar,char,UP,0.6,0.8333,10,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,over,char,UP,0.6,0.6429,9,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,fer了,char,UP,0.6,0.9,9,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,ffer了,char,UP,0.6,0.9,9,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人真的会变的,UP,的人会,char,UP,0.6,0.6,9,5,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
幸福的时刻,UP,福的时,char,UP,0.6,0.9,9,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,irb,char,UP,0.6,0.8889,8,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,rbnb,char,UP,0.6,0.8889,8,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,rbn,char,UP,0.6,0.8889,8,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
vlog,UP,log｜,char,UP,0.6,0.6154,8,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
大家都,AMBIGUOUS,望大家都能,char,UP,0.6,0.7,7,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
top,AMBIGUOUS,poste,char,UP,0.6,0.875,7,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
我好幸福,UP,的好幸福,char,UP,0.6,1.0,7,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,ban,char,UP,0.6,0.5833,7,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
开的太好啦,UP,太好啦,char,UP,0.6,0.7778,7,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,form,char,UP,0.6,0.75,6,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人生照片,UP,了人生照,char,UP,0.6,0.6667,6,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
vlog,UP,plog,char,UP,0.6,0.75,6,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人生照片,UP,了人生照,char,UP,0.6,0.6667,6,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
瘦了60斤,UP,60斤,char,UP,0.6,1.0,6,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
一些片刻,UP,一些照片,char,UP,0.6,1.0,6,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
emo了,AMBIGUOUS,momen,char,UP,0.6,0.625,5,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
emo了,AMBIGUOUS,omen,char,UP,0.6,0.5556,5,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
emo了,AMBIGUOUS,了offe,char,UP,0.6,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
peer,AMBIGUOUS,的paper,char,UP,0.6,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
peer,AMBIGUOUS,prove,char,UP,0.6,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
top,AMBIGUOUS,point,char,UP,0.6,0.625,5,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
top,AMBIGUOUS,point,word,UP,0.6,0.7143,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
top,AMBIGUOUS,posit,char,UP,0.6,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,sfor,char,UP,0.6,0.625,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,了offe,char,UP,0.6,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,rove,char,UP,0.6,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
私密的场合,UP,的场合,char,UP,0.6,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,ani,char,UP,0.6,0.625,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,arn,char,UP,0.6,0.7143,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人生照片,UP,的人生照,char,UP,0.6,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
幸运的是,UP,是幸福的,char,UP,0.6,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
想写论文就写论文,UP,论文写,char,UP,0.6,0.5556,5,4,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
人生照片,UP,的人生照,char,UP,0.6,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
瘦了60斤,UP,了60,char,UP,0.6,0.625,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
价钱没得说,UP,没得说,char,UP,0.6,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
活在当下,UP,在当下，,char,UP,0.6,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
爱人如养花,UP,如养花,char,UP,0.6,0.625,5,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
爱人如养花,UP,爱人如,char,UP,0.6,0.7143,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
爱人如养花,UP,人如养,char,UP,0.6,0.7143,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
多点了一份,UP,了一份,char,UP,0.6,0.5556,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
emo了,AMBIGUOUS,home,char,UP,0.6,0.5714,4,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
emo了,AMBIGUOUS,omet,char,UP,0.6,0.5714,4,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
emo了,AMBIGUOUS,mone,char,UP,0.6,0.5714,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
大家都,AMBIGUOUS,大家都不要,char,UP,0.6,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
GPA,UP,ingap,char,UP,0.6,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,fer的,char,UP,0.6,0.5714,4,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,ffer的,char,UP,0.6,0.5714,4,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,eryo,char,UP,0.6,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,reso,char,UP,0.6,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
SNH48,UP,nsh,char,UP,0.6,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
玩着玩着就睡着了,UP,就睡着,char,UP,0.6,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,nba,char,UP,0.6,0.5714,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,arb,char,UP,0.6,0.5714,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
五星酒店,UP,五星级酒,char,UP,0.6,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
五星酒店,UP,星级酒店,char,UP,0.6,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
vlog,UP,Plog,char,UP,0.6,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
想写论文就写论文,UP,论文就,char,UP,0.6,0.5714,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
魅力的升华,UP,的魅力,char,UP,0.6,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
奖励自己,UP,励自己一,char,UP,0.6,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
太可爱了,UP,！太可爱,char,UP,0.6,0.8,4,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
多点了一份,UP,点多了,char,UP,0.6,0.5714,4,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
emo了,AMBIGUOUS,some,char,UP,0.6,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
emo了,AMBIGUOUS,esom,char,UP,0.6,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
emo了,AMBIGUOUS,esome,char,UP,0.6,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
GPA,UP,progra,char,UP,0.6,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,from,char,UP,0.6,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,from,word,UP,0.6,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,fory,char,UP,0.6,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,foryo,char,UP,0.6,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,ower,char,UP,0.6,0.6,3,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,frie,char,UP,0.6,0.6,3,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
太幸福了,UP,幸福了！,char,UP,0.6,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
我好幸福,UP,好幸福呀,char,UP,0.6,0.6,3,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
享受生活,UP,享受人生,char,UP,0.6,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,iana,char,UP,0.6,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,Ban,char,UP,0.6,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
一个人旅游,UP,旅游一,char,UP,0.6,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
看演唱会,UP,的演唱会,char,UP,0.6,0.6,3,2,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
人真的会变的,UP,人的真,char,UP,0.6,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
太可爱了,UP,的太可爱,char,UP,0.6,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
旅行vlog,UP,#vlog,hash,UP,0.5714,0.6585,27,10,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
可我有我自己的路,UP,有自己的,char,UP,0.5714,0.6389,23,7,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
港大offer,UP,的offer,char,UP,0.5714,0.6,15,6,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
实习offer,UP,的offer,char,UP,0.5714,0.6,15,6,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
接到offer,UP,的offer,char,UP,0.5714,0.6,15,6,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
终于博士毕业了,UP,博士毕业,char,UP,0.5714,0.7647,13,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
港大offer,UP,到offer,char,UP,0.5714,0.5882,10,4,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
实习offer,UP,到offer,char,UP,0.5714,0.5882,10,4,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
港大offer,UP,#offer,hash,UP,0.5714,0.5625,9,7,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
港大offer,UP,offer了,char,UP,0.5714,1.0,9,0,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
实习offer,UP,#offer,hash,UP,0.5714,0.5625,9,7,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
实习offer,UP,offer了,char,UP,0.5714,1.0,9,0,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
接到offer,UP,#offer,hash,UP,0.5714,0.5625,9,7,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
接到offer,UP,offer了,char,UP,0.5714,1.0,9,0,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
最开心的一件事,UP,的一件事,char,UP,0.5714,0.6667,8,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
vlog,UP,#学习vlog,hash,UP,0.5714,1.0,8,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
我希望你能明白我,UP,希望你能,char,UP,0.5714,0.5714,8,5,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
offer,UP,#留学offer,hash,UP,0.5714,0.875,7,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
最开心的一件事,UP,开心的事,char,UP,0.5714,0.6,6,3,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
最开心的一件事,UP,最开心的,char,UP,0.5714,0.8571,6,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Airbnb,UP,❤️Airb,char,UP,0.5714,1.0,6,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
港大offer,UP,了offer,char,UP,0.5714,0.8333,5,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
实习offer,UP,了offer,char,UP,0.5714,0.8333,5,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
接到offer,UP,了offer,char,UP,0.5714,0.8333,5,1,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
接到offer,UP,收到offe,char,UP,0.5714,0.8333,5,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
住在喜欢的地方,UP,喜欢的地,char,UP,0.5714,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
旅行vlog,UP,vlog｜,char,UP,0.5714,0.625,5,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
展露自己的过程,UP,露自己的,char,UP,0.5714,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
遇见更好的自己,UP,自己的见,char,UP,0.5714,1.0,5,0,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
最开心的一件事,UP,开心的一,char,UP,0.5714,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
港大offer,UP,offer的,char,UP,0.5714,0.5714,4,3,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
实习offer,UP,offer的,char,UP,0.5714,0.5714,4,3,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
接到offer,UP,offer的,char,UP,0.5714,0.5714,4,3,仅当帖主已获得/拥有/体验高光或稀缺资源时支持 UP；若是否定、失败、攻略、求问或第三方信息，转 DOWN/NEUTRAL。
展露自己的过程,UP,自己的过,char,UP,0.5714,0.6667,4,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
关系多好的朋友,UP,关系多好,char,UP,0.5714,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
可我有我自己的路,UP,有我自己,char,UP,0.5714,0.6,3,2,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
觉得像迪丽热巴,UP,迪丽热巴,char,UP,0.5714,0.6,3,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Solo trip,UP,poster,char,UP,0.5556,0.8571,6,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
Solo trip,UP,poster,word,UP,0.5556,0.8571,6,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
solo trip,UP,poster,char,UP,0.5556,0.8571,6,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
solo trip,UP,poster,word,UP,0.5556,0.8571,6,1,需确认文本呈现帖主相对优势；普通喜欢、推荐、好看、日常体验不单独构成 UP。
