term,feature_type,suggested_target,count_UP,count_NEUTRAL,count_DOWN,total_docfreq,purity,coverage,ambiguity,ambiguity_label,log_odds_z_UP,chi2_UP,mi_UP,log_odds_z_NEUTRAL,chi2_NEUTRAL,mi_NEUTRAL,log_odds_z_DOWN,chi2_DOWN,mi_DOWN,max_abs_log_odds_z,max_chi2,max_mi,suggested_bucket,context_rule_hint,l1_coef_UP,l1_coef_NEUTRAL,l1_coef_DOWN,l1_available
，毕业,char,DOWN,11,1,14,26,0.5385,14,11,UP,0.6628,0.948,5.5e-05,-2.0538,10.1404,0.000836,1.4818,4.8656,0.000273,2.0538,10.1404,0.000836,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
两个人,char,DOWN,19,20,38,77,0.4935,38,20,NEUTRAL,-2.053,2.6148,0.000165,0.2981,1.8362,0.000115,1.7673,8.8079,0.000499,2.053,8.8079,0.000499,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
发的,char,DOWN,19,25,33,77,0.4286,33,25,NEUTRAL,-2.053,2.6148,0.000165,1.6123,0.0195,1e-06,0.613,3.0788,0.000178,2.053,3.0788,0.000178,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
想要,char,DOWN,88,44,103,235,0.4383,103,88,UP,0.4465,1.8523,0.000109,-2.0525,22.8884,0.001511,1.375,11.6665,0.000672,2.0525,22.8884,0.001511,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
只有,char,DOWN,99,78,145,322,0.4503,145,99,UP,-1.977,1.0003,6.1e-05,-0.1203,12.2027,0.000771,2.0483,20.1218,0.001155,2.0483,20.1218,0.001155,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
死我了,char,DOWN,3,7,12,22,0.5455,12,7,NEUTRAL,-2.0482,3.8471,0.000269,0.7922,0.0194,1e-06,1.4273,4.4023,0.000247,2.0482,4.4023,0.000269,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
感觉这,char,DOWN,3,8,11,22,0.5,11,8,NEUTRAL,-2.0482,3.8471,0.000269,1.2751,0.0987,6e-06,1.0057,2.7085,0.000153,2.0482,3.8471,0.000269,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
觉这,char,DOWN,3,8,11,22,0.5,11,8,NEUTRAL,-2.0482,3.8471,0.000269,1.2751,0.0987,6e-06,1.0057,2.7085,0.000153,2.0482,3.8471,0.000269,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
1号,char,DOWN,3,9,10,22,0.4545,10,9,NEUTRAL,-2.0482,3.8471,0.000269,1.7457,0.5889,3.4e-05,0.5757,1.424,8.1e-05,2.0482,3.8471,0.000269,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
还不如,char,DOWN,3,8,11,22,0.5,11,8,NEUTRAL,-2.0482,3.8471,0.000269,1.2751,0.0987,6e-06,1.0057,2.7085,0.000153,2.0482,3.8471,0.000269,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
了，感觉,char,DOWN,3,8,11,22,0.5,11,8,NEUTRAL,-2.0482,3.8471,0.000269,1.2751,0.0987,6e-06,1.0057,2.7085,0.000153,2.0482,3.8471,0.000269,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
对的,char,DOWN,20,6,25,51,0.4902,25,20,UP,0.4707,0.8024,4.7e-05,-2.0477,10.6423,0.00076,1.3909,5.5757,0.000316,2.0477,10.6423,0.00076,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
满意,char,DOWN,20,6,25,51,0.4902,25,20,UP,0.4707,0.8024,4.7e-05,-2.0477,10.6423,0.00076,1.3909,5.5757,0.000316,2.0477,10.6423,0.00076,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
住的,char,DOWN,13,14,30,57,0.5263,30,14,NEUTRAL,-2.0461,2.8557,0.000183,0.0087,1.9368,0.000122,2.0136,9.4687,0.000533,2.0461,9.4687,0.000533,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
谁能,char,DOWN,13,15,29,57,0.5088,29,15,NEUTRAL,-2.0461,2.8557,0.000183,0.3164,1.231,7.7e-05,1.7509,7.8146,0.000441,2.0461,7.8146,0.000441,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
。最,char,DOWN,36,16,50,102,0.4902,50,36,UP,-0.1586,0.1809,1.1e-05,-2.0453,14.3009,0.000974,1.967,11.2204,0.000636,2.0453,14.3009,0.000974,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
”我,char,DOWN,16,19,32,67,0.4776,32,19,NEUTRAL,-2.0447,2.7094,0.000172,0.7306,0.7178,4.4e-05,1.3869,6.1996,0.000353,2.0447,6.1996,0.000353,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
学期,char,DOWN,26,14,41,81,0.5062,41,26,UP,-0.7393,0.055,3e-06,-1.4999,9.3567,0.000627,2.0406,10.8072,0.000611,2.0406,10.8072,0.000627,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
为不,char,DOWN,10,11,25,46,0.5435,25,11,NEUTRAL,-1.9795,2.7928,0.00018,-0.0944,1.8037,0.000114,2.0376,9.0591,0.000508,2.0376,9.0591,0.000508,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
爸爸,char,DOWN,28,17,45,90,0.5,45,28,UP,-0.9734,0.2,1.2e-05,-1.2343,8.4161,0.000556,2.0341,11.1714,0.000632,2.0341,11.1714,0.000632,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
我开,char,DOWN,28,17,45,90,0.5,45,28,UP,-0.9734,0.2,1.2e-05,-1.2343,8.4161,0.000556,2.0341,11.1714,0.000632,2.0341,11.1714,0.000632,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
人说,char,DOWN,18,16,36,70,0.5143,36,18,UP,-1.7828,1.8386,0.000115,-0.3217,3.4132,0.000218,2.0321,10.2303,0.000577,2.0321,10.2303,0.000577,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
二十,char,DOWN,20,7,29,56,0.5179,29,20,UP,-0.052,0.1453,9e-06,-2.0318,10.9047,0.000771,1.8706,8.4986,0.000479,2.0318,10.9047,0.000771,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
，第二,char,DOWN,5,9,15,29,0.5172,15,9,NEUTRAL,-2.0245,3.3867,0.000227,0.8128,0.0623,4e-06,1.3396,4.3573,0.000246,2.0245,4.3573,0.000246,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
”这,char,DOWN,5,10,14,29,0.4828,14,10,NEUTRAL,-2.0245,3.3867,0.000227,1.236,0.0211,1e-06,0.9683,2.8669,0.000163,2.0245,3.3867,0.000227,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
人要,char,DOWN,5,10,14,29,0.4828,14,10,NEUTRAL,-2.0245,3.3867,0.000227,1.236,0.0211,1e-06,0.9683,2.8669,0.000163,2.0245,3.3867,0.000227,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
旁边,char,DOWN,28,33,38,99,0.3838,38,33,NEUTRAL,-1.6005,1.1448,7.1e-05,2.0244,0.0006,0.0,-0.215,1.0886,6.4e-05,2.0244,1.1448,7.1e-05,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
们，,char,DOWN,44,20,57,121,0.4711,57,44,UP,0.0723,0.5115,3e-05,-2.0205,15.4084,0.00104,1.7186,10.2626,0.000585,2.0205,15.4084,0.00104,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
在上,char,DOWN,14,16,30,60,0.5,30,16,NEUTRAL,-2.0189,2.7135,0.000173,0.3877,1.1677,7.3e-05,1.6608,7.4206,0.00042,2.0189,7.4206,0.00042,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
一块,char,DOWN,12,8,24,44,0.5455,24,12,UP,-1.2039,0.7284,4.5e-05,-0.9702,4.5057,0.0003,2.0185,8.8279,0.000495,2.0185,8.8279,0.000495,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
到大,char,DOWN,23,16,40,79,0.5063,40,23,UP,-1.2782,0.6355,3.9e-05,-0.8776,6.0393,0.000394,2.0181,10.557,0.000596,2.0181,10.557,0.000596,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
觉得这,char,DOWN,9,11,23,43,0.5349,23,11,NEUTRAL,-2.0162,2.9869,0.000194,0.163,1.135,7.1e-05,1.8596,7.7828,0.000437,2.0162,7.7828,0.000437,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
说出,char,DOWN,9,14,20,43,0.4651,20,14,NEUTRAL,-2.0162,2.9869,0.000194,1.2184,0.0084,1e-06,0.9455,3.3041,0.000189,2.0162,3.3041,0.000194,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
想说,char,DOWN,17,10,30,57,0.5263,30,17,UP,-0.9753,0.3159,1.9e-05,-1.2137,6.3528,0.000425,2.0136,9.4687,0.000533,2.0136,9.4687,0.000533,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
家都,char,DOWN,47,47,71,165,0.4303,71,47,UP,-2.0131,1.7722,0.000109,1.1842,1.6968,0.000104,0.9427,6.9167,0.000399,2.0131,6.9167,0.000399,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
父亲,char,DOWN,16,5,24,45,0.5333,24,16,UP,-0.0688,0.1016,6e-06,-2.0123,9.964,0.000718,1.8819,8.0211,0.000451,2.0123,9.964,0.000718,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
我老公,char,DOWN,11,1,13,25,0.52,13,11,UP,0.8242,1.287,7.4e-05,-2.0121,9.6473,0.000792,1.2711,3.8688,0.000218,2.0121,9.6473,0.000792,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
时候，,char,DOWN,73,35,84,192,0.4375,84,73,UP,0.5691,1.9535,0.000115,-2.0117,19.8923,0.00132,1.2203,9.336,0.000538,2.0117,19.8923,0.00132,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
就开始,char,DOWN,18,15,35,68,0.5147,35,18,UP,-1.631,1.4482,9e-05,-0.4698,3.8457,0.000247,2.0098,9.9822,0.000563,2.0098,9.9822,0.000563,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
。因,char,DOWN,18,15,35,68,0.5147,35,18,UP,-1.631,1.4482,9e-05,-0.4698,3.8457,0.000247,2.0098,9.9822,0.000563,2.0098,9.9822,0.000563,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
网站,char,DOWN,2,7,9,18,0.5,9,7,NEUTRAL,-2.0082,4.005,0.000289,1.3914,0.2619,1.5e-05,0.9097,2.215,0.000125,2.0082,4.005,0.000289,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
下，,char,DOWN,88,43,98,229,0.4279,98,88,UP,0.7497,2.7636,0.000162,-2.0075,22.1221,0.00146,1.0379,9.2046,0.000532,2.0075,22.1221,0.00146,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
的事，,char,DOWN,27,10,34,71,0.4789,34,27,UP,0.3474,0.714,4.2e-05,-2.0031,11.8127,0.00082,1.4491,6.6894,0.00038,2.0031,11.8127,0.00082,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
5岁,char,DOWN,19,0,23,42,0.5476,23,19,UP,1.2328,2.698,0.000154,-0.5149,20.9926,0.002039,1.9994,8.5985,0.000482,1.9994,20.9926,0.002039,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
对话,char,DOWN,10,9,23,42,0.5476,23,10,UP,-1.628,1.7189,0.000109,-0.4639,2.6429,0.000171,1.9994,8.5985,0.000482,1.9994,8.5985,0.000482,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
想不,char,DOWN,11,8,23,42,0.5476,23,11,UP,-1.3186,0.9661,6e-05,-0.8196,3.8188,0.000252,1.9994,8.5985,0.000482,1.9994,8.5985,0.000482,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
的声音,char,DOWN,11,8,23,42,0.5476,23,11,UP,-1.3186,0.9661,6e-05,-0.8196,3.8188,0.000252,1.9994,8.5985,0.000482,1.9994,8.5985,0.000482,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
己在,char,DOWN,12,7,23,42,0.5476,23,12,UP,-1.0041,0.4287,2.6e-05,-1.1703,5.2103,0.000352,1.9994,8.5985,0.000482,1.9994,8.5985,0.000482,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
好几,char,DOWN,27,28,47,102,0.4608,47,28,NEUTRAL,-1.9976,2.1813,0.000136,0.6893,1.5458,9.6e-05,1.3675,7.3782,0.000422,1.9976,7.3782,0.000422,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
完全,char,DOWN,76,45,103,224,0.4598,103,76,UP,-0.6604,0.0382,2e-06,-1.5344,17.8736,0.001167,1.9974,16.1966,0.000927,1.9974,17.8736,0.001167,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
见面,char,DOWN,30,12,39,81,0.4815,39,30,UP,0.1853,0.5083,3e-05,-1.996,12.4822,0.000859,1.5951,7.9197,0.00045,1.996,12.4822,0.000859,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
一晚上,char,DOWN,1,6,8,15,0.5333,8,6,NEUTRAL,-1.9959,4.8052,0.000372,1.3647,0.312,1.8e-05,1.0865,2.6641,0.00015,1.9959,4.8052,0.000372,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
闻到,char,DOWN,1,6,8,15,0.5333,8,6,NEUTRAL,-1.9959,4.8052,0.000372,1.3647,0.312,1.8e-05,1.0865,2.6641,0.00015,1.9959,4.8052,0.000372,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
，奶,char,DOWN,1,6,8,15,0.5333,8,6,NEUTRAL,-1.9959,4.8052,0.000372,1.3647,0.312,1.8e-05,1.0865,2.6641,0.00015,1.9959,4.8052,0.000372,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
，但是这,char,DOWN,1,6,8,15,0.5333,8,6,NEUTRAL,-1.9959,4.8052,0.000372,1.3647,0.312,1.8e-05,1.0865,2.6641,0.00015,1.9959,4.8052,0.000372,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
开始不,char,DOWN,1,6,8,15,0.5333,8,6,NEUTRAL,-1.9959,4.8052,0.000372,1.3647,0.312,1.8e-05,1.0865,2.6641,0.00015,1.9959,4.8052,0.000372,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
始不,char,DOWN,1,6,8,15,0.5333,8,6,NEUTRAL,-1.9959,4.8052,0.000372,1.3647,0.312,1.8e-05,1.0865,2.6641,0.00015,1.9959,4.8052,0.000372,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
，觉得,char,DOWN,24,14,39,77,0.5065,39,24,UP,-0.8899,0.1621,1e-05,-1.2834,7.9164,0.000526,1.9952,10.307,0.000582,1.9952,10.307,0.000582,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
不过,char,DOWN,86,42,96,224,0.4286,96,86,UP,0.7305,2.6646,0.000156,-1.9948,21.7076,0.001433,1.0455,9.1188,0.000527,1.9948,21.7076,0.001433,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
能不,char,DOWN,42,25,62,129,0.4806,62,42,UP,-0.8247,0.0344,2e-06,-1.3498,11.3038,0.000743,1.9933,12.5381,0.000713,1.9933,12.5381,0.000743,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
我本,char,DOWN,19,7,29,55,0.5273,29,19,UP,-0.232,0.0373,2e-06,-1.9782,10.475,0.000739,1.992,9.2257,0.000519,1.992,10.475,0.000739,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
天早上,char,DOWN,17,9,29,55,0.5273,29,17,UP,-0.7919,0.145,9e-06,-1.3897,7.0863,0.00048,1.992,9.2257,0.000519,1.992,9.2257,0.000519,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
没了,char,DOWN,16,10,29,55,0.5273,29,16,UP,-1.07,0.446,2.7e-05,-1.0847,5.6395,0.000375,1.992,9.2257,0.000519,1.992,9.2257,0.000519,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
多不,char,DOWN,4,8,13,25,0.52,13,8,NEUTRAL,-1.9886,3.3861,0.00023,0.8653,0.0166,1e-06,1.2711,3.8688,0.000218,1.9886,3.8688,0.00023,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
：“你,char,DOWN,4,8,13,25,0.52,13,8,NEUTRAL,-1.9886,3.3861,0.00023,0.8653,0.0166,1e-06,1.2711,3.8688,0.000218,1.9886,3.8688,0.00023,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
没多,char,DOWN,4,8,13,25,0.52,13,8,NEUTRAL,-1.9886,3.3861,0.00023,0.8653,0.0166,1e-06,1.2711,3.8688,0.000218,1.9886,3.8688,0.00023,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
#大学,hash,DOWN,4,8,13,25,0.52,13,8,NEUTRAL,-1.9886,3.3861,0.00023,0.8653,0.0166,1e-06,1.2711,3.8688,0.000218,1.9886,3.8688,0.00023,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
着你,char,DOWN,4,8,13,25,0.52,13,8,NEUTRAL,-1.9886,3.3861,0.00023,0.8653,0.0166,1e-06,1.2711,3.8688,0.000218,1.9886,3.8688,0.00023,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
候，,char,DOWN,74,36,86,196,0.4388,86,74,UP,0.4976,1.7759,0.000104,-1.9884,19.9437,0.001322,1.2693,9.7732,0.000563,1.9884,19.9437,0.001322,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
意的,char,DOWN,28,15,43,86,0.5,43,28,UP,-0.6733,0.0228,1e-06,-1.5123,9.7442,0.000652,1.9884,10.6697,0.000604,1.9884,10.6697,0.000652,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
，上,char,DOWN,34,35,55,124,0.4435,55,35,NEUTRAL,-1.9877,1.9734,0.000122,0.9598,1.4116,8.7e-05,1.1179,6.7036,0.000385,1.9877,6.7036,0.000385,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
的东,char,DOWN,49,35,75,159,0.4717,75,49,UP,-1.3704,0.4573,2.8e-05,-0.732,9.1676,0.000589,1.986,13.6724,0.000779,1.986,13.6724,0.000779,ambiguous_or_review,需确认帖主处境相对更糟、更受限、更低能动；普通负面语气或玩梗不单独构成 DOWN。,0.0,0.0,0.0,True
